job_id,combined_text,job_title
253439,"Linux Software Engineer Intern Hewlett-Packard Houston Intern  This is an Linux Software Engineering Summer Internship for our Houston, TX office. The ideal candidate as completed at least two (2) years of college either in a bachelors or masters program at an accredited US college or university.    We can only consider US citizens or permanent US residents (green card holders) for this role and we can only consider candidates who are local to Houston or willing to relocate to Houston without assistance from HP.    Candidate will work with a team of developers designing and implementing the next generation of Linux Thin Client for Hewlett Packard.       As part of the technical development team, the candidate will enhance existing software, contribute new functionality, and integrate 3rd party software for Embedded Linux x86 and Arm platforms.      Duties:     •         Implement new or extend existing QT-based user interfaces     •         Extend functionality of client-server software     •         Write Shell Scripts to build Linux software packages and leverage multiple pieces of software as a coherent unit     •         Support bring-up of new hardware platforms with Linux Kernel and other low-level system changes     •         Package software for integration on Embedded platform               Qualifications        Requirements:        Currently enrolled full time in a US accredited bachelors or masters degree program       Computer Science or Computer Engineering major        Candidate must be self-motivated and self-managing and must be capable of working closely with other team members to meet strict project deadlines.       Candidate must have experience in C/C++ and shell scripting and must demonstrate the ability to write clear, well-documented code.        Candidate must have strong communication skills, work closely with geographically        Qualifications     •        Experience in C/C++ software development (either from class room or internship work)    •        Bash/shell scripting     •        Linux software development experience specifically with Debian / Ubuntu distributions     •        Working knowledge of software engineering best practices and software life cycle.     •        Familiarity with Thin Clients, Citrix, VMware, or Windows Remote Desktop Services is a plus but is NOT required.     •        Passion for learning new and emerging technologies     •        Excellent written and oral communications skills.     •        Strong troubleshooting skills and a proven self-starter and self-motivated     •        Ability to work independently with minimal supervision and to excel in a fast-paced environment     •        Strong communication and interpersonal skills             Linux Software Engineer Intern @ Hewlett-Packard",Linux Software Engineer Intern @ Hewlett-Packard
253475,"Data Entry Clerk OfficeTeam Wilmington Seasonal/Temp Ref ID: 00800-109437Classification: Data EntryCompensation: $14.25 to $16.50 per hourOfficeTeam is looking for a Data Entry Clerk for a local bank in Wilmington. The Data Entry Clerk will be reviewing and inputting data regarding consumer, commercial and mortgage loans. Data Entry Clerk @ OfficeTeam",Data Entry Clerk @ OfficeTeam
253503,"Webservice Software Engineering (Java) Intern Hewlett-Packard Palo Alto Intern  Job Description:        HP Common Web Platform team is looking for interns with a strong background in Computer Science.     This is a paid internship in which you will be participating in the development of our cloud services and their supporting tools.     You will be doing vitally important work to advance our efforts in producing and supporting our highly scalable, available, reliable and flexible SaaS solutions.     The ideal candidate will be a junior or senior undergraduate student or masters degree student studying computer science who has an interest in gaining valuable professional experience.      Due to time restraints we can only consider US citizens or permanent US residents (green card holders).        The ideal candidate can work 20 hours a week currently in our Palo Alto office, then during summer hours 40 hours a week in Palo Alto.              Qualifications         Requirements   Must currently be enrolled full time in an US accredited college or university in a 4 year degree program   Seeking candidates who are in the computer science or similar IT programs   Substantial software programming background (from classroom or previous internships)    Solid understanding of core Java libraries and ability to rapidly learn new languages   Excellent interpersonal and technical communication skills   Rapid and motivated self-learner   Strong analytical and problem solving skills   Local to Palo Alto (available to work approximately 20 hours a week now)        Webservice Software Engineering (Java) Intern @ Hewlett-Packard",Webservice Software Engineering (Java) Intern @ Hewlett-Packard
253541,"Manager, Data Integration Engineer ConsultNet Salt Lake City Full-Time/Part-Time  Job Title:  Manager, Data Integration EngineerLocation:  Salt Lake City, UTDuration:  6 month contract to hireSalary Range:  To $120K upon conversionSummary:  Our client is looking for a senior data engineer to help architect solutions controlling the flow of data to various platforms.  Candidates must have experience designing and implementing sustainable, scalable data practices including data modeling, data architecture, and integration. This role will be instrumental in leading a team of engineers to oversee the day to day implementation of data integrations, database administration, modeling and development of new system features and functions, etc.  Candidates should have a strong background in defining data standards Required Skills:	10 years' experience executing on complex ETL processes	10 years' experience with SQL databases	5 years' experience related to data loading, database development, data modeling and data reporting	Superior analytical and technical skills	Aptitude for quantitative analysis and critical thinking skillsDesired Skills:	Experience architecting data warehouses Manager, Data Integration Engineer @ ConsultNet","Manager, Data Integration Engineer @ ConsultNet"
253598,"Programmer Analyst Becker Technical Staffing Philadelphia Full-Time/Part-Time Our client is looking for a Programmer Analyst.Basic Duties:Design, develop, test, and implement thoughtful and cost-effective software solutions and applications in support of CLIENT organization.  Develop superior documentation according to established standards.  Troubleshoot and solve design & coding problems.  Interpret Business Requirements and - where applicable - Functional Specifications in the delivery of software solutions meeting or exceeding client expectations.  Directly interface with Lead Programmer/Analysts, Business Systems Analysts, Business Analysts, management, and business clients to understand CLIENT business needs and design solutions.  Mentor junior team members.Responsibilities:Software Development & Testing	Design, develop, unit test, document, schedule, & deploy supportable technical solutions to business needs	Working knowledge of .NET and Sybase or MS SQL and development	Scheduling batch jobs using TidalAnalysis & Design	Carries out systematic problem identification, analysis, and resolution	Analyzes and reduces complex problems into simple, manageable components	Translate Business Requirements and/or Functional Specifications into technical solutions.	Develops technical design specificationsCommunications & Documentation	Conveys ideas clearly and tailors communication based on selected audience (technical and non-technical)	Effectively composes technical and non-technical documents such as Functional Specifications, Technical Design Specifications, operation guides, process flows, and other technical schematics	 Writes and updates task/project status and reportsExperience Required:	5-7 years of technical support experience in a fast-paced environment	3+ years solid programming experience in .NET	3+ years of experience using Sybase T-SQL or MS SQL	Demonstrated superior knowledge in the following technical areas: 			Tuning and optimization		Modular code development		Hands-on experience in stored procedures and triggers & functions		Skills Required/Desired:	Complete SDLC experience required	Ability to work effectively with end-users, project teams, management, and vendors with minimal supervision	Healthcare experience Education:B.S. in technical discipline or equivalent business experience in software development.   Programmer Analyst @ Becker Technical Staffing",Programmer Analyst @ Becker Technical Staffing
253670,"Engineering Assistant Intern - Baton Rouge Tetra Tech Baton Rouge Part-Time Ardaman & Associates, Inc. is one of the largest geotechnical, materials testing, and environmental engineering consulting firms in the Southeastern U.S. We are, by most definitions, a large regional engineering company. Over our history, we have worked on more than 100,000 projects throughout the Southeast, the U.S., and worldwide. This vast list of project experience includes services for virtually every type of public and private client associated with development and construction. Ardaman has the following opportunity available: ENGINEERING ASSISTANT INTERN 
Temporary, part-time, geotechnical engineering assistant intern position available in May 2015 at our Baton Rouge office.  Engineering Assistant Intern - Baton Rouge @ Tetra Tech",Engineering Assistant Intern - Baton Rouge @ Tetra Tech
253810,"Data Entry Staffmark Union City Full-Time/Part-Time 
Data Entry

Staffmark currently has&nbsp;upcoming openings for a talented individual to fill the role of Data Entry Clerk in Union City.   As a Data Entry Clerk, you will be responsible for preparing data for computer entry, processing customer and account documents, entering customer and account data, verifying customer and account data, maintain data entry requirements, and contributing to a team effort.


The ideal candidate will be deadline- and detail-oriented and able to multi-task.
Candidates should also have excellent data entry and typing skills, general math skills, and organization skills.
Minimum KSPH for these positions 8,500 with 99-100% accuracy. Skills will be assessed through our Prove-It software&nbsp;online tool.&nbsp;



    
    Data Entry &ndash;&nbsp;
    8,500KSPH with 99% accuracy
    &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; $12.00 day
    shift, $13.20 swing shift (6 hour shifts) and $13.80 overnight (6 hour shifts)
    


Candidates will be tested on matching skills and/or&nbsp;Alpha-numeric
Data Entry and must score a minimum of&nbsp;8,500 KPH. These positions are seasonal, day, swing,&nbsp;and overnight
shift.

Please make sure you have the documents needed to report for the interview process&nbsp;proving&nbsp;you are eligible to work in the
United States.

For further information, please contact:

510/ 417-5844&nbsp; or 408/ 496-5450&nbsp;&nbsp;or 707/ 624-6220

Email:
[Click Here to Email Your Resumé]


Equal Opportunity Employer
As an equal
opportunity employer, all employment decisions are based on an individual&rsquo;s
abilities, skills and performance. Staffmark does not discriminate against any
individual based on age, race, religious beliefs, national origin, gender,
sexual orientation, disability or veteran status, or any other status protected
by law.
 Data Entry @ Staffmark",Data Entry @ Staffmark
253813,"TEACHER - AUDIO ENGINEERING & MUSIC STUDIO PRODUCTION Ulster BOCES New Paltz Part-Time TEACHER - AUDIO ENGINEERING &amp; MUSIC STUDIO PRODUCTION

Ulster BOCES

PT, 10-month position available for Audio Engineering &amp; Music Studio Production teacher in Port Ewen, NY, starting Sept. 2015. Experience working with high school population preferred. Appropriate NYS Teacher Certification required. TEACHER - AUDIO ENGINEERING & MUSIC STUDIO PRODUCTION @ Ulster BOCES",TEACHER - AUDIO ENGINEERING & MUSIC STUDIO PRODUCTION @ Ulster BOCES
253819,"SAFS Part Time Data Specialist Catholic Charities Wichita Part-Time SAFS Part Time Data Specialist (20 hrs)-
&nbsp;St. Anthony Family Shelter is seeking a part time Data Specialist. &nbsp;Responsible for entering data in HMIS system and the completion of mandatory surveys. Collaborates with SSVF Project Director to develop reports, reconcile information in data management systems to assure grant compliance. 

&nbsp;To see full position description and to apply, visit www.catholiccharitieswichita.org &nbsp;

Applications will be accepted until position is filled. 

This position is contingent upon grant funding.

Catholic Charities is&nbsp;an Equal Opportunity&nbsp;Employer of&nbsp;Minorities, Women,&nbsp;Protected Veterans&nbsp;and Persons with&nbsp;Disabilities.


 SAFS Part Time Data Specialist @ Catholic Charities",SAFS Part Time Data Specialist @ Catholic Charities
253835,"CIVIL ENGINEER (7556) Management Recruiters of Fort Worth-Arlington Fort Worth Full-Time/Part-Time CIVIL ENGINEER (7556)    Responsibilities:   Prepare plans for building structures and facilities, such as roads, water and wastewater systems and storm drainage systems for clients. Undertake technical and feasibility studies and site investigations. Must have 5 years experience in AUTOCadd and Civil 3d. Compile job specs and supervise tendering procedures. Ensure projects run smoothly and structures are completed within budget and on time   Â        Compensation: $40,000 - $60,000 and discretionary bonus depending on level of experience  CIVIL ENGINEER (7556) @ Management Recruiters of Fort Worth-Arlington",CIVIL ENGINEER (7556) @ Management Recruiters of Fort Worth-Arlington
253870,"Network Security Engineer (Cisco ASA, Cisco ACE, Nexus) OPTOMI Suwanee Full-Time/Part-Time 
Optomi, in partnership with a nation leading data-server provider, is seeking a Network Security Engineer II for their Suwanee, GA location.

The Network Security Engineer II is responsible for provisioning, deployment, and ongoing operations and maintenance of all managed network security services for internal and external customers. Responsibilities will include configuration of firewalls, VPN, and load balancer services and knowledge of IDC network infrastructures.

What the professional will enjoy!!

    Work with the latest &amp; greatest network security tools and devices
    Support high profile clients that require 99.9% up time!
    Newly renovated office that is filled with all of the perks you would expect in a modern/ sophisticated work environment.


Apply today if your background includes:


    5+ years network security engineering experience
    2+ years service provider experience preferably in a Data Center environment
    Certification in CISSP, CCNP-Security, or equivalent experience desired




 Network Security Engineer (Cisco ASA, Cisco ACE, Nexus) @ OPTOMI","Network Security Engineer (Cisco ASA, Cisco ACE, Nexus) @ OPTOMI"
254092,"Data Entry Staffmark Union City Full-Time/Part-Time 
Data Entry

Staffmark currently has&nbsp;upcoming openings for a talented individual to fill the role of Data Entry Clerk in Union City.   As a Data Entry Clerk, you will be responsible for preparing data for computer entry, processing customer and account documents, entering customer and account data, verifying customer and account data, maintain data entry requirements, and contributing to a team effort.


The ideal candidate will be deadline- and detail-oriented and able to multi-task.
Candidates should also have excellent data entry and typing skills, general math skills, and organization skills.
Minimum KSPH for these positions 8,500 with 99-100% accuracy. Skills will be assessed through our Prove-It software&nbsp;online tool.&nbsp;



    
    Data Entry &ndash;&nbsp;
    8,500KSPH with 99% accuracy
    &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; $12.00 day
    shift, $13.20 swing shift (6 hour shifts) and $13.80 overnight (6 hour shifts)
    


Candidates will be tested on matching skills and/or&nbsp;Alpha-numeric
Data Entry and must score a minimum of&nbsp;8,500 KPH. These positions are seasonal, day, swing,&nbsp;and overnight
shift.

Please make sure you have the documents needed to report for the interview process&nbsp;proving&nbsp;you are eligible to work in the
United States.

For further information, please contact:

510/ 417-5844&nbsp; or 408/ 496-5450&nbsp;&nbsp;or 707/ 624-6220

Email:
[Click Here to Email Your Resumé]


Equal Opportunity Employer
As an equal
opportunity employer, all employment decisions are based on an individual&rsquo;s
abilities, skills and performance. Staffmark does not discriminate against any
individual based on age, race, religious beliefs, national origin, gender,
sexual orientation, disability or veteran status, or any other status protected
by law.
 Data Entry @ Staffmark",Data Entry @ Staffmark
254144,"Customer Service and Data Entry Reps Wanted! OfficeTeam Phoenix Seasonal/Temp Ref ID: 00191-9732896Classification: Customer ServiceCompensation: $13.00 to $13.00 per hourOne of the LARGEST and MOST REPUTABLE banking institutions is currently looking for Customer Service and Data Entry Representatives! As a Customer Service and Data Entry Rep, you will be responsible for performing a variety of loan servicing tasks. Functions include: reviewing loan disbursement requests; processing disbursements; preparing loan demands and reconveyances; maintaining loan and disbursement files; responding to routine customer inquiries; coding and renewal processing; preparing and submitting documents, data and records according to department procedures and government regulations; handling payments for hazard insurance premiums, property taxes and other special transactions. Please contact [Click Here to Email Your Resumé] or call 602-333-0180 to apply. Customer Service and Data Entry Reps Wanted! @ OfficeTeam",Customer Service and Data Entry Reps Wanted! @ OfficeTeam
254156,"Part-Time Data Collection Interviewer Convergys Erlanger Part-Time FLEXIBLE HOURS (EVENINGS/WEEKENDS) PERFECT FOR STUDENTS AND PT JOBSEEKERS!


$9/hr + .50/hr differential on Friday, Saturday and Sunday!!!!



Job Description:
Part-Time Data Collection Interviewers are responsible for making outbound calls to customers (households and businesses), and conducting market research studies/customer satisfaction surveys via the telephone to obtain product knowledge for clients. 

Principal Duties and Responsibilities:

    Conduct telephone interviews, using Computer Assisted Telephone Interviewing (CATI) system.
    
    Accurate documentation of sample dispositions using Sample Management System (SMS).
    
    Follow standard interviewing procedures established by Convergys Marketing Research and/or the client.
    
    Utilize proper probing and clarification techniques for open-ended questions.
    
    Perform additional specialized/clerical tasks as assigned by the Data Collection Manager 


Education & Professional Certifications: 
High School Diploma/GED Part-Time Data Collection Interviewer @ Convergys",Part-Time Data Collection Interviewer @ Convergys
254316,"Data Entry Staffmark Union City Full-Time/Part-Time 
Data Entry

Staffmark currently has&nbsp;upcoming openings for a talented individual to fill the role of Data Entry Clerk in Union City.   As a Data Entry Clerk, you will be responsible for preparing data for computer entry, processing customer and account documents, entering customer and account data, verifying customer and account data, maintain data entry requirements, and contributing to a team effort.


The ideal candidate will be deadline- and detail-oriented and able to multi-task.
Candidates should also have excellent data entry and typing skills, general math skills, and organization skills.
Minimum KSPH for these positions 8,500 with 99-100% accuracy. Skills will be assessed through our Prove-It software&nbsp;online tool.&nbsp;



    
    Data Entry &ndash;&nbsp;
    8,500KSPH with 99% accuracy
    &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; $12.00 day
    shift, $13.20 swing shift (6 hour shifts) and $13.80 overnight (6 hour shifts)
    


Candidates will be tested on matching skills and/or&nbsp;Alpha-numeric
Data Entry and must score a minimum of&nbsp;8,500 KPH. These positions are seasonal, day, swing,&nbsp;and overnight
shift.

Please make sure you have the documents needed to report for the interview process&nbsp;proving&nbsp;you are eligible to work in the
United States.

For further information, please contact:

510/ 417-5844&nbsp; or 408/ 496-5450&nbsp;&nbsp;or 707/ 624-6220

Email:
[Click Here to Email Your Resumé]


Equal Opportunity Employer
As an equal
opportunity employer, all employment decisions are based on an individual&rsquo;s
abilities, skills and performance. Staffmark does not discriminate against any
individual based on age, race, religious beliefs, national origin, gender,
sexual orientation, disability or veteran status, or any other status protected
by law.
 Data Entry @ Staffmark",Data Entry @ Staffmark
254410,"Part Time Financial Data Entry Specialist!! Accountemps Santa Clara Seasonal/Temp Ref ID:00160-9733266Classification:Accounting ClerkCompensation:DOEAccountemps Santa Clara is looking for a sharp Financial Data Entry Specialist, to support the Accounting and Finance team at a fast growing, High Tech company in Santa Clara! This is temp to hire role, starting out on a part time basis. As a Financial Data Entry Specialist, you will need to feel comfortable working in an extremely fast paced environment, as well as have advanced excel skills (V-lookups and Pivot Tables), and be bilingual in Mandarin. Part Time Financial Data Entry Specialist!! @ Accountemps",Part Time Financial Data Entry Specialist!! @ Accountemps
254419,"Data Entry OfficeTeam Tulsa Seasonal/Temp Ref ID: 03510-9733211Classification: Account Executive/Staffing ManagerCompensation: DOEWe currently have an opportunity for a Data Entry Specialist in a growing healthcare facility. In this role, you will input information from a variety of sources into a computer database. Responsibilities also include taking customer orders and entering them into a pre-established tracking system. Start working this week and take advantage of free online computer skills training, too! Data Entry @ OfficeTeam",Data Entry @ OfficeTeam
254452,"Data Entry Clerk OfficeTeam Hopatcong Seasonal/Temp Ref ID: 02750-116719Classification: Data EntryCompensation: $8.00 to $10.00 per hourA well known company located in Hopatcong, NJ is looking for a motivated Data Entry Clerk. The Data Entry Clerk will be responsible for analyzing and maintaining a database of intermodal chassis movement data. Duties include but are not limited too: monitoring of EDI transmissions to insure data accuracy, data entry using online systems, review and validation of movement events, research and input of corrected event histories, set up of reference data, tables and user profiles, ensure daily EDI transactions are functioning, and assist with special database and research projects as needed. The ideal candidate should have excellent communication skills, highly proficient in web based applications, proficient with Microsoft Office, excellent typing skills, familiarity with transportation industry EDI a plus, and must be highly organized in a fast paced environment. Interested candidates please apply now. Data Entry Clerk @ OfficeTeam",Data Entry Clerk @ OfficeTeam
254468,"Data Entry Specialist OfficeTeam Bloomington Seasonal/Temp Ref ID: 02300-9733251Classification: Data EntryCompensation: $10.00 to $13.00 per hourAre you a detail-oriented individual who enjoys working on the computer? Do you consider yourself quick on the keyboard and open to learning new skills? OfficeTeam has clients in the southwest metro area always looking to add data entry clerks to their team on a temporary or temp to full-time basis! Responsibilities include: -Proofreading/editing documents -Transferring information into electronic database If this describes you, email your resume today! [Click Here to Email Your Resumé] Data Entry Specialist @ OfficeTeam",Data Entry Specialist @ OfficeTeam
254480,"Data Entry Clerk OfficeTeam Tampa Seasonal/Temp Ref ID: 01070-117450Classification: Data EntryCompensation: $12.35 to $13.00 per hourA local distribution company has an immediate opportunity for a data entry clerk. The main responsibilities of the clerk include data entry of service ticket information into their system, updating the status of each service ticket in the system, and other administrative duties as needed. The ideal candidate will have 3+ years of experience as a general office clerk, will type 8000+ KPH in data entry, and will have intermediate skills in MS Word and Excel. They will also be comfortable working in a fast paced business casual environment and will have strong attention to detail. This is a temporary to permanent opportunity that will pay up to $13 per hour. All candidates must pass a background check and drug screen prior to starting this position. Data Entry Clerk @ OfficeTeam",Data Entry Clerk @ OfficeTeam
254486,"Data Entry Specialist-Immediate! OfficeTeam Sioux Falls Seasonal/Temp Ref ID: 02090-9733262Classification: Data EntryCompensation: $10.00 to $12.50 per hourRobert Half is the world's leading staffing service specializing in the placement of highly skilled office support and administrative professionals on a temporary and temporary-to-hire basis. With a global database of highly skilled candidates, we have the resources, experience and expertise necessary to match highly skilled administrative professionals to our clients' hiring requirements. Play a vital role in the multi-faceted industry! Do you consider yourself a detail-oriented individual? Do you thrive in a results-driven environment that is fast paced? Our client located in the Sioux Falls area is looking for a full time data entry specialist. These positions are on a temp and temp-to-hire basis. Responsibilities include: - Data entry of checks into internal computer systems using a 10 key - Working independently in a fast-paced environment with multiple deadlines - Closely following check field guidelines - Adhering to company and governmental guidelines Please note that all candidates are required to submit at least 2 professional references in order to be considered for employment. Submit your resume and a short explanation of interest to [Click Here to Email Your Resumé] for review and consideration. Limited and immediate positions! Data Entry Specialist-Immediate! @ OfficeTeam",Data Entry Specialist-Immediate! @ OfficeTeam
254558,"Data Entry Clerk OfficeTeam Ocean Seasonal/Temp Ref ID: 02660-108232Classification: Data EntryCompensation: $9.50 to $10.00 per hourWe currently have an opportunity for a Data Entry Specialist for one of our clients in Monmouth County! In this role, you will input information from a variety of sources into a computer database. Responsibilities also include taking customer orders and entering them into a pre-established tracking system. Start working today and take advantage of free online computer skills training, too! Data Entry Clerk @ OfficeTeam",Data Entry Clerk @ OfficeTeam
254570,"Data Entry Clerk OfficeTeam Long Branch Seasonal/Temp Ref ID: 02660-108234Classification: Data EntryCompensation: $11.50 to $12.00 per hourWe currently have an opportunity for a Data Entry Specialist for one of our clients in Monmouth County! In this role, you will input information from a variety of sources into a computer database. Responsibilities also include taking customer orders and entering them into a pre-established tracking system. Start working today and take advantage of free online computer skills training, too! Data Entry Clerk @ OfficeTeam",Data Entry Clerk @ OfficeTeam
254572,"DATA ENTRY CLERKS NEEDED ASAP!!! OfficeTeam Overland Park Seasonal/Temp Ref ID: 02380-9733105Classification: Account Executive/Staffing ManagerCompensation: DOEOfficeTeam is currently seeking DATA ENTRY CLERKS. These data entry clerks need to be able to type at least 9,000 kph with 100% accuracy. These clerks need to have 2+ years of experience in a data entry type role. We need candidates that have are quick, efficient, and have strong attention to detail. If you or someone you know has 2+ years of experience in data entry, please submit your resume to www.officeteam.com or call OfficeTeam at 913-451-1014! DATA ENTRY CLERKS NEEDED ASAP!!! @ OfficeTeam",DATA ENTRY CLERKS NEEDED ASAP!!! @ OfficeTeam
254575,"Data Entry Clerk OfficeTeam Bloomington Seasonal/Temp Ref ID: 02300-128935Classification: Data EntryCompensation: $10.93 to $12.66 per hourOur client is currently seeking a Data Entry Specialist to input information from a variety of sources into a computer database. Responsibilities also include taking customer orders and entering them into a pre-established tracking system. Data Entry Specialists ideally suited for this role will be results-oriented with strong computer skills (Microsoft Word, Microsoft Excel and customer database systems) and a high accuracy of at least 65 words per minute. If you are interested in learning more about this role submit your resume today. This is a temporary to full time position that will start as soon as possible! Data Entry Clerk @ OfficeTeam",Data Entry Clerk @ OfficeTeam
254579,"Sr. Data Entry Clerk OfficeTeam Waukesha Seasonal/Temp Ref ID: 04610-106975Classification: Data EntryCompensation: $12.35 to $16.25 per hourOfficeTeam is looking for an analytical administrative assistant to help with a major project for an international brand. This individual will be working to support the global shipment team auditing, verifying, and adjusting tariffs and international trade taxes. Individuals with experience within the import/export field are highly encourage to apply. This role will require a keen eye for detail, an ability for fast and efficient document review, strong skills in Microsoft Excel and an ability to work independently. For immediate consideration, please apply at www.officeteam.com or send an updated resume to [Click Here to Email Your Resumé]. Sr. Data Entry Clerk @ OfficeTeam",Sr. Data Entry Clerk @ OfficeTeam
254583,"Data Entry Clerk OfficeTeam Memphis Seasonal/Temp Ref ID: 03900-124165Classification: Data EntryCompensation: $10.45 to $12.10 per hourResponsibilities: Review freight invoices, rate sheets, and bills of lading for accuracy and completeness Identifying and noting discrepancies for exceptions handling and processing Scanning, entering, and coding key data fields into various software programs and databases Maintain steady workflow and manage meeting of deadlines with minimal supervision Periodically call selected clients, shippers, and freight brokers for research and problem resolution Qualifications: 10,000 kph Excellent Verbal and Written communication skills Fast Learner, Self Motivated, Ability to meet deadlines, Ability to adjust, and Comfortable with change Well versed in Excel and Word as well as an excellent ability to navigate with a computer High School Graduate Ability to work overtime as needed Minimum of 3 years experience in a high volume office or productive environment Knowledge of freight, transportation, and/or logistics industry is preferred, not required 10 Key experience is a plus Data Entry Clerk @ OfficeTeam",Data Entry Clerk @ OfficeTeam
254719,"Technology Sales Specialist MarketSource Staten Island Part-Time Technology Sales SpecialistMarketSource is currently looking for exceptional individuals to fill a permanent part-time position in assisted sales. This Technology Sales Specialist position requires a solid understanding of consumer electronics and the ability to sell technology with extraordinary customer satisfaction. The ideal candidate will be responsible for proactively approaching customers in a retail environment and assisting with product sales.
 
These part time positions require 100% personality, dependability, professionalism, and a desire to have fun! The general hours are on the weekends with some flexible weekday hours.  There will be additional shifts you can pick up intermittently for extra hours.  This role incorporates a mixture of sales, training and brand advocacy and is an exciting opportunity for someone who enjoys technology and in person customer interaction.
 
These are permanent part time positions – We are looking for candidates who are searching for a long term part time opportunity.
Key Responsibilities:

Driving product sales at assigned events through customer interaction
Educate customers and associates on why the product is the best choice for customers
Product demonstration, merchandising, marketing, and advertising
Professionally representing MarketSource and its clients at all times
Maintaining a sound knowledge of client's consumer electronic products
Increase visibility and value in client’s products and services
Must meet paid e-learning requirements

Job Requirements: 

Ability to work on weekends
Must have Smart Phone capability
1-2 years of sales, marketing, customer service or event promotion experience a plus
Passionate, committed, and high level of energy
Must be a self-starter, energetic, and results driven
Basic technical knowledge a requirement
Advanced technology skills and abilities a plus
Reliable Internet access

Physical Job Requirements:

Bending, stooping, reaching, twisting, lifting, pushing, pulling and moving items
Requires the ability to move around the store and maneuver merchandise when necessary
Walking and Standing
Requires moving around the store to assist Customers
Identifying and reading reports
Requires recognizing, identifying and using products and necessary reports

 
Please Email Résumé or Call:
Molly Korb
Talent Acquisition Specialist
770.375.4160
[Click Here to Email Your Resumé] Technology Sales Specialist @ MarketSource",Technology Sales Specialist @ MarketSource
254735,"Associate Software Engineer (Multiple) DealerSocket Salt Lake City Full-Time/Part-Time 	Associate Software Engineers are responsible for software engineering activities as a member of a SCRUM team.  They are expected to adopt and maintain best practices for software engineering, while implementing solutions to engineering projects using cutting edge technologies.	Education: Bachelor’s Degree in Computer Science or equivalent experience and knowledge	Experience:			1-2 Years Software Engineering			Agile/SCRUM	Skills & Expertise (Entry Level):			C# .NET 4.0 Framework or higher			LINQ, Generics, Lambda expressions			Web Services and serialization, XML, JSON, SOAP, WCF, REST			Test Case Management			Test Automation			Unit testing			SQL Server 2008/2012 and the SQL language			JavaScript (Angular and/or Knockout JavaScript libraries), jQuery, Bootstrap			HTML5 and CSS3	Other Abilities:			Accuracy and attention to detail			Professional demeanor			Works effectively in a team setting			Works efficiently across distributed teams			Aptitude for learning new technologies and concepts			Excellent time management skills and ability to prioritize			Manage several activities in parallel			Strong verbal and written communication skills			Strong organizational skills			Able to translate customer and business needs to technical solutions			Resilient to change	Physical Demands (Travel, etc.)			Available to solve critical issues as necessary	Day in the Life			Solve complex software engineering tasks			Troubleshoot and solve code level problems quickly and efficiently			Create automated unit and integration tests			Follow established coding standards and practices			Collaborate with members of a SCRUM team to ensure success (Product Owners, Engineers, QA, Designer)			Participate in all SCRUM related events such as Sprint Planning, Retrospectives and Backlog Grooming			Communicate effectively with team members, internal and external customers			Stay current with industry standard tools and technologies			Facilitate the decomposition of business requirements into Use Cases and Acceptance Criteria			Document and execute Acceptance Tests			Automate Acceptance Tests when/where possible			Perform risk analysis on each work item completed by a SCRUM Team			Coordinate and participate in risk based regression testing for a SCRUM Team			Maintain the Test Case Library			Participate in Deployment Testing exercises as needed	About Us: Founded in 2001, DealerSocket is an industry leading automotive technology platform and dealership training provider, serving auto dealers throughout the US, Canada and Australia. Based in San Clemente, California with offices in Provo and Draper, Utah, DealerSocket has won numerous awards and industry recognitions.	Benefits: Along with competitive pay, we offer a comprehensive benefits package including medical, dental, vision, 401k, life and disability insurance	“No Agencies Please”	Diversity promotes a better work environment: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law. Associate Software Engineer (Multiple) @ DealerSocket",Associate Software Engineer (Multiple) @ DealerSocket
254804,"UI/UX Web Developer ConsultNet Sandy Full-Time/Part-Time  Job Title:  UI/UX Web DeveloperLocation:  Salt Lake City, UTDuration:  6 month contract to hireSalary Range:  To $65K upon conversionSummary:  Our client is looking for a strong creative person to join their marketing team.  This is a role for someone with a portfolio that delineates their capabilities and innovative ideas.  Candidates should be able to demonstrate a strong ability to understand and translate established design systems across digital platforms with taste, an eye for detail and a polished execution. Candidates should have a solid understanding of typography, color, usability and design principles along with a desire to write high quality code for innovative web sites, applications and mobile apps.  Candidates should have experience producing high quality visual designs from concept to execution and display a high level of attention to detail in their work. Required Skills:	3+ years' recent experience with HTML5, CSS 3, JavaScript, jQuery, etc.	3+ years' recent experience with PHP	3+ years' recent experience with MySQL	Experience with WordPress	A portfolio delineating creativity and professionalism in graphic designDesired Skills:	Experience with the Adobe Creative Suite is highly desired	Experience with SEO and SEM	Experience with marketing automation tools (HubSpot) UI/UX Web Developer @ ConsultNet",UI/UX Web Developer @ ConsultNet
